,Unnamed: 0,project_value,nlp_x,nlp_y,cluster,permit_id
6513,6513,66598.689002185,0.3511808232139615,-0.0212852873281089,0,R2021-06513
6514,6514,15625.427204374571,0.369893650719844,-0.0873870740342728,0,R2022-06514
6515,6515,169962.8252788104,0.4335388291042555,-0.0854310067051564,0,R2020-06515
6516,6516,83670.58823529411,0.3286161168353128,0.2225618160544397,1,R2017-06516
6517,6517,30318.302387267904,0.5318468939321178,-0.3885469579619352,5,R2023-06517
6518,6518,30318.302387267904,0.5586854892871276,-0.5485444782752502,5,R2023-06518
6519,6519,40000.0,0.5586854892871276,-0.5485444782752502,5,R2025-06519
6520,6520,40000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06520
6521,6521,30318.302387267904,0.6032832908162081,-0.5310683680445598,5,R2023-06521
6522,6522,30318.302387267904,0.5586854892871276,-0.5485444782752502,5,R2023-06522
6523,6523,30318.302387267904,0.5586854892871276,-0.5485444782752502,5,R2023-06523
6524,6524,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06524
6525,6525,30318.302387267904,0.4695491288104046,-0.180226074826433,0,R2023-06525
6526,6526,30000.0,0.318653688330667,-0.0953457718738491,0,R2025-06526
6527,6527,30000.0,0.5586854892871276,-0.5485444782752502,5,R2025-06527
6528,6528,30000.0,0.5586854892871276,-0.5485444782752502,5,R2025-06528
6529,6529,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06529
6530,6530,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06530
6531,6531,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06531
6532,6532,34170.40358744394,0.5741535042473027,-0.3828452816661538,5,R2019-06532
6533,6533,33992.56505576208,0.3953313760897955,0.0494988366450206,1,R2020-06533
6534,6534,33299.3445010925,0.4343584518281327,-0.0563414189922979,0,R2021-06534
6535,6535,34170.40358744394,0.3427036600978338,-0.0354277465026459,0,R2019-06535
6536,6536,33299.3445010925,0.4467830689779997,-0.0661212400422751,0,R2021-06536
6537,6537,33299.3445010925,0.5062256954624801,-0.012765997460794,0,R2021-06537
6538,6538,33299.3445010925,0.3755409619526587,-0.2136196751865661,0,R2021-06538
6539,6539,263064.82155863073,0.2998426352925926,-0.0210178439559197,0,R2021-06539
6540,6540,33299.3445010925,0.4860092116161073,-0.0726188104356264,0,R2021-06540
6541,6541,33992.56505576208,0.2858103751651576,-0.0088882205428398,0,R2020-06541
6542,6542,33992.56505576208,0.3626010279141738,0.0437426114706077,0,R2020-06542
6543,6543,33299.3445010925,0.4472270780111987,-0.0250283643818443,0,R2021-06543
6544,6544,33299.3445010925,0.4522766980142875,0.0487509574317769,0,R2021-06544
6545,6545,33992.56505576208,0.4335706048625594,0.1005434865914313,0,R2020-06545
6546,6546,34170.40358744394,0.5284374695581565,-0.1991447218569887,0,R2019-06546
6547,6547,11330.85501858736,0.2355854002907667,0.4619685526611009,3,R2020-06547
6548,6548,30318.302387267904,0.4526235754306467,-0.157148097246153,0,R2023-06548
6549,6549,31250.854408749143,0.4511560137684993,-0.1332339276301762,0,R2022-06549
6550,6550,31250.854408749143,0.4646645465871733,-0.105014898002678,0,R2022-06550
6551,6551,31250.854408749143,0.4789503178985148,-0.1224245868721423,0,R2022-06551
6552,6552,104169.51469583048,0.4609212688829976,-0.3474289954138262,0,R2022-06552
6553,6553,30318.302387267904,0.3970417893090155,-0.214122340431253,0,R2023-06553
6554,6554,30318.302387267904,0.2847021742228083,0.0493115491353247,0,R2023-06554
6555,6555,31250.854408749143,0.3796419708430397,-0.1842266225399061,0,R2022-06555
6556,6556,33992.56505576208,0.4890877739875753,-0.1620860314781286,0,R2020-06556
6557,6557,34170.40358744394,0.5545982381793606,-0.1362928898472059,0,R2019-06557
6558,6558,33299.3445010925,0.4874378049759523,0.0031088534951305,0,R2021-06558
6559,6559,33299.3445010925,0.471989858928853,-0.0814506755361633,0,R2021-06559
6560,6560,33992.56505576208,0.4576118469465096,0.0089895995552784,0,R2020-06560
6561,6561,33992.56505576208,0.4576118469465096,0.0089895995552784,0,R2020-06561
6562,6562,33992.56505576208,0.4576118469465096,0.0089895995552784,0,R2020-06562
6563,6563,33299.3445010925,0.4637121554123301,-0.1278897238380573,0,R2021-06563
6564,6564,33299.3445010925,0.5177495316433899,-0.0306508193155569,0,R2021-06564
6565,6565,33992.56505576208,0.4774058241028793,0.0126472249556345,0,R2020-06565
6566,6566,33299.3445010925,0.296579461655402,-0.0427417821616034,0,R2021-06566
6567,6567,33299.3445010925,0.4610669326052147,-0.1249349029398629,0,R2021-06567
6568,6568,30318.302387267904,0.4999150340193387,-0.2116333856106107,0,R2023-06568
6569,6569,40000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06569
6570,6570,30000.0,0.5597516885366358,-0.4778045077359227,5,R2025-06570
6571,6571,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06571
6572,6572,52084.75734791524,0.4158301664006401,0.0333814114165327,0,R2022-06572
6573,6573,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06573
6574,6574,31250.854408749143,0.3568541859826385,-0.1746855224272146,0,R2022-06574
6575,6575,30318.302387267904,0.4919369972916029,-0.1454969022660644,0,R2023-06575
6576,6576,31250.854408749143,0.5148880623675555,-0.09156605591549,0,R2022-06576
6577,6577,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06577
6578,6578,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06578
6579,6579,30318.302387267904,0.5586854892871276,-0.5485444782752502,5,R2023-06579
6580,6580,31250.854408749143,0.4646645465871733,-0.105014898002678,0,R2022-06580
6581,6581,30318.302387267904,0.4588697102099013,-0.0987167327508997,0,R2023-06581
6582,6582,30318.302387267904,0.4415765379999689,-0.343055451059591,5,R2023-06582
6583,6583,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06583
6584,6584,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06584
6585,6585,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06585
6586,6586,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06586
6587,6587,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06587
6588,6588,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06588
6589,6589,40000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06589
6590,6590,30000.0,0.5586854892871276,-0.5485444782752502,5,R2025-06590
6591,6591,30318.302387267904,0.5586854892871276,-0.5485444782752502,5,R2023-06591
6592,6592,30000.0,0.5586854892871276,-0.5485444782752502,5,R2024-06592
6593,6593,30000.0,0.5586854892871276,-0.5485444782752502,5,R2025-06593
